_id,name,city_id,city,restaurant_type,food_type,cuisine[0],cuisine[1],image,rating,deliveryTime,isActive,address,location.type,location.coordinates[0],location.coordinates[1],openingHours.Monday,openingHours.Tuesday,openingHours.Wednesday,openingHours.Thursday,openingHours.Friday,openingHours.Saturday,openingHours.Sunday,priceRange,isOpen,__v
6824f7b01b886185f9bc9284,Hungry Birds,6824f3333713dab9dbe5521d,Kakinada,HIGH,Non Veg,Rajasthani,North Indian,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRPdg8ewaI81KS2VflCoIzAf0Rh-GqMguwDFA&s,4.4,32 mins,TRUE,"123 Beach Road, Kakinada, Andhra Pradesh",Point,82.2167,16.9335,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,10:00 AM - 11:00 PM,9:00 AM - 11:00 PM,9:00 AM - 9:00 PM,200 - 2000,TRUE,0
6824f7b01b886185f9bc9285,Siri Fast Foods,6824f3333713dab9dbe5521d,Kakinada,HIGH,Non Veg,Gujarati,Snacks,"https://source.unsplash.com/800x600/?gujarati-food,restaurant",4.2,25 mins,TRUE,"123 Beach Road, Kakinada, Andhra Pradesh",Point,82.2167,16.9335,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,10:00 AM - 10:00 PM,10:00 AM - 11:00 PM,9:00 AM - 11:00 PM,9:00 AM - 9:00 PM,200 - 2000,TRUE,0
6824f7b01b886185f9bc9286,Spice Hub,6824f3333713dab9dbe5521e,Visakhapatnam,HIGH,Non Veg,South Indian,Chinese,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTVBJkXS-meeWA94pJm2_C8cIWEoNuEKWGPng&s,4.5,30 mins,TRUE,"Dwaraka Nagar, Visakhapatnam, Andhra Pradesh",Point,83.2185,17.6868,11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 11:30 PM,10:00 AM - 11:30 PM,10:00 AM - 10:00 PM,200 - 3000,TRUE,0
6824f7b01b886185f9bc9287,Coastal Flavours,6824f3333713dab9dbe5521e,Visakhapatnam,HIGH,Non Veg,Seafood,Andhra,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRlkHOELaYt-udzwGOdp2s2W7XbJIbvJbBr9Q&s,4.3,25 mins,TRUE,"Dwaraka Nagar, Visakhapatnam, Andhra Pradesh",Point,83.2185,17.6868,11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 11:30 PM,10:00 AM - 11:30 PM,10:00 AM - 10:00 PM,200 - 3000,TRUE,0
6824f7b01b886185f9bc9288,Guntur Tiffins,6824f3333713dab9dbe5521e,Visakhapatnam,HIGH,Veg,Breakfast,South Indian,https://content.jdmagicbox.com/comp/visakhapatnam/i1/0891px891.x891.230329055754.r9i1/catalogue/vrs-guntur-tiffins-visakhapatnam-tiffin-services-4rymm315d3.jpg,4.2,20 mins,TRUE,"Dwaraka Nagar, Visakhapatnam, Andhra Pradesh",Point,83.2185,17.6868,11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 11:30 PM,10:00 AM - 11:30 PM,10:00 AM - 10:00 PM,200 - 3000,TRUE,0
6824f7b01b886185f9bc9289,KFC,6824f3333713dab9dbe5521e,Visakhapatnam,HIGH,Veg,Fast Food,Chicken,https://d2w46d36moy248.cloudfront.net/media/dine/KFC_imVFF4A.jpg,4.6,25 mins,TRUE,"Dwaraka Nagar, Visakhapatnam, Andhra Pradesh",Point,83.2185,17.6868,11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 11:30 PM,10:00 AM - 11:30 PM,10:00 AM - 10:00 PM,200 - 3000,TRUE,0
6824f7b01b886185f9bc928a,Domino's Pizza,6824f3333713dab9dbe5521e,Visakhapatnam,HIGH,Veg,Pizza,Italian,https://d2w46d36moy248.cloudfront.net/media/dine/KFC_imVFF4A.jpg,4.4,30 mins,TRUE,"Dwaraka Nagar, Visakhapatnam, Andhra Pradesh",Point,83.2185,17.6868,11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 11:30 PM,10:00 AM - 11:30 PM,10:00 AM - 10:00 PM,200 - 3000,TRUE,0
6824f7b01b886185f9bc928b,Burger King,6824f3333713dab9dbe5521e,Visakhapatnam,HIGH,Veg,Fast Food,Burgers,https://d2w46d36moy248.cloudfront.net/media/dine/KFC_imVFF4A.jpg,4.3,22 mins,TRUE,"Dwaraka Nagar, Visakhapatnam, Andhra Pradesh",Point,83.2185,17.6868,11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 11:30 PM,10:00 AM - 11:30 PM,10:00 AM - 10:00 PM,200 - 3000,TRUE,0
6824f7b01b886185f9bc928c,Punjabi Zaika,6824f3333713dab9dbe5521e,Visakhapatnam,HIGH,Non Veg,Punjabi,North Indian,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ3aedymBQX4RJ6FcXj2HjHSwnr5gRS_wewfg&s,4.6,35 mins,TRUE,"Dwaraka Nagar, Visakhapatnam, Andhra Pradesh",Point,83.2185,17.6868,11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 11:30 PM,10:00 AM - 11:30 PM,10:00 AM - 10:00 PM,200 - 3000,TRUE,0
6824f7b01b886185f9bc928d,Tandoori Tales,6824f3333713dab9dbe5521e,Visakhapatnam,HIGH,Non Veg,Tandoori,Mughlai,https://encrypted-tbn0.gstatic.com/images?q=tbn:https://b.zmtcdn.com/data/pictures/chains/1/18726111/4dcd3a5664ac6d1dacb0b88567182002.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A&s,4.4,30 mins,TRUE,"Dwaraka Nagar, Visakhapatnam, Andhra Pradesh",Point,83.2185,17.6868,11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 11:30 PM,10:00 AM - 11:30 PM,10:00 AM - 10:00 PM,200 - 3000,TRUE,0
6824f7b01b886185f9bc928e,Bombay Chaat House,6824f3333713dab9dbe5521e,Visakhapatnam,HIGH,Veg,Street Food,Chaat,https://d2w46d36moy248.cloudfront.net/media/dine/KFC_imVFF4A.jpg,4.1,20 mins,TRUE,"Dwaraka Nagar, Visakhapatnam, Andhra Pradesh",Point,83.2185,17.6868,11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 11:30 PM,10:00 AM - 11:30 PM,10:00 AM - 10:00 PM,200 - 3000,TRUE,0
6824f7b01b886185f9bc928f,Food Court,6824f3333713dab9dbe5521e,Visakhapatnam,HIGH,Veg,Biryani,North Indian,https://d2w46d36moy248.cloudfront.net/media/dine/KFC_imVFF4A.jpg,4.5,35 mins,TRUE,"Dwaraka Nagar, Visakhapatnam, Andhra Pradesh",Point,83.2185,17.6868,11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 11:30 PM,10:00 AM - 11:30 PM,10:00 AM - 10:00 PM,200 - 3000,TRUE,0
6824f7b01b886185f9bc9290,Hungry Birds,6824f3333713dab9dbe5521e,Visakhapatnam,HIGH,Non Veg,Rajasthani,North Indian,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRPdg8ewaI81KS2VflCoIzAf0Rh-GqMguwDFA&s,4.4,32 mins,TRUE,"Dwaraka Nagar, Visakhapatnam, Andhra Pradesh",Point,83.2185,17.6868,11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 11:30 PM,10:00 AM - 11:30 PM,10:00 AM - 10:00 PM,200 - 3000,TRUE,0
6824f7b01b886185f9bc9291,Siri Fast Foods,6824f3333713dab9dbe5521e,Visakhapatnam,HIGH,Non Veg,Gujarati,Snacks,"https://source.unsplash.com/800x600/?gujarati-food,restaurant",4.2,25 mins,TRUE,"Dwaraka Nagar, Visakhapatnam, Andhra Pradesh",Point,83.2185,17.6868,11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 11:00 PM,11:00 AM - 11:30 PM,10:00 AM - 11:30 PM,10:00 AM - 10:00 PM,200 - 3000,TRUE,0
6824f7b01b886185f9bc9292,Spice Hub,6824f3333713dab9dbe5521f,Hyderabad,HIGH,Non Veg,South Indian,Chinese,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTVBJkXS-meeWA94pJm2_C8cIWEoNuEKWGPng&s,4.5,30 mins,TRUE,"Banjara Hills, Hyderabad, Telangana",Point,78.4867,17.385,12:00 PM - 11:00 PM,12:00 PM - 11:00 PM,12:00 PM - 11:00 PM,12:00 PM - 11:00 PM,12:00 PM - 11:30 PM,11:00 AM - 11:30 PM,11:00 AM - 10:30 PM,200 - 10000,TRUE,0
6824f7b01b886185f9bc9293,Coastal Flavours,6824f3333713dab9dbe5521f,Hyderabad,HIGH,Non Veg,Seafood,Andhra,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRlkHOELaYt-udzwGOdp2s2W7XbJIbvJbBr9Q&s,4.3,25 mins,TRUE,"Banjara Hills, Hyderabad, Telangana",Point,78.4867,17.385,12:00 PM - 11:00 PM,12:00 PM - 11:00 PM,12:00 PM - 11:00 PM,12:00 PM - 11:00 PM,12:00 PM - 11:30 PM,11:00 AM - 11:30 PM,11:00 AM - 10:30 PM,200 - 10000,TRUE,0
6824f7b01b886185f9bc9294,Guntur Tiffins,6824f3333713dab9dbe5521f,Hyderabad,HIGH,Veg,Breakfast,South Indian,https://content.jdmagicbox.com/comp/visakhapatnam/i1/0891px891.x891.230329055754.r9i1/catalogue/vrs-guntur-tiffins-visakhapatnam-tiffin-services-4rymm315d3.jpg,4.2,20 mins,TRUE,"Banjara Hills, Hyderabad, Telangana",Point,78.4867,17.385,12:00 PM - 11:00 PM,12:00 PM - 11:00 PM,12:00 PM - 11:00 PM,12:00 PM - 11:00 PM,12:00 PM - 11:30 PM,11:00 AM - 11:30 PM,11:00 AM - 10:30 PM,200 - 10000,TRUE,0
6824f7b01b886185f9bc9295,KFC,6824f3333713dab9dbe5521f,Hyderabad,HIGH,Veg,Fast Food,Chicken,https://d2w46d36moy248.cloudfront.net/media/dine/KFC_imVFF4A.jpg,4.6,25 mins,TRUE,"Banjara Hills, Hyderabad, Telangana",Point,78.4867,17.385,12:00 PM - 11:00 PM,12:00 PM - 11:00 PM,12:00 PM - 11:00 PM,12:00 PM - 11:00 PM,12:00 PM - 11:30 PM,11:00 AM - 11:30 PM,11:00 AM - 10:30 PM,200 - 10000,TRUE,0
6824f7b01b886185f9bc9296,Domino's Pizza,6824f3333713dab9dbe5521f,Hyderabad,HIGH,Veg,Pizza,Italian,https://d2w46d36moy248.cloudfront.net/media/dine/KFC_imVFF4A.jpg,4.4,30 mins,TRUE,"Banjara Hills, Hyderabad, Telangana",Point,78.4867,17.385,12:00 PM - 11:00 PM,12:00 PM - 11:00 PM,12:00 PM - 11:00 PM,12:00 PM - 11:00 PM,12:00 PM - 11:30 PM,11:00 AM - 11:30 PM,11:00 AM - 10:30 PM,200 - 10000,TRUE,0
6824f7b01b886185f9bc9297,Burger King,6824f3333713dab9dbe5521f,Hyderabad,HIGH,Veg,Fast Food,Burgers,https://d2w46d36moy248.cloudfront.net/media/dine/KFC_imVFF4A.jpg,4.3,22 mins,TRUE,"Banjara Hills, Hyderabad, Telangana",Point,78.4867,17.385,12:00 PM - 11:00 PM,12:00 PM - 11:00 PM,12:00 PM - 11:00 PM,12:00 PM - 11:00 PM,12:00 PM - 11:30 PM,11:00 AM - 11:30 PM,11:00 AM - 10:30 PM,200 - 10000,TRUE,0
6824f7b01b886185f9bc9298,Punjabi Zaika,6824f3333713dab9dbe5521f,Hyderabad,HIGH,Non Veg,Punjabi,North Indian,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ3aedymBQX4RJ6FcXj2HjHSwnr5gRS_wewfg&s,4.6,35 mins,TRUE,"Banjara Hills, Hyderabad, Telangana",Point,78.4867,17.385,12:00 PM - 11:00 PM,12:00 PM - 11:00 PM,12:00 PM - 11:00 PM,12:00 PM - 11:00 PM,12:00 PM - 11:30 PM,11:00 AM - 11:30 PM,11:00 AM - 10:30 PM,200 - 10000,TRUE,0
6824f7b01b886185f9bc9299,Tandoori Tales,6824f3333713dab9dbe5521f,Hyderabad,HIGH,Non Veg,Tandoori,Mughlai,https://encrypted-tbn0.gstatic.com/images?q=tbn:https://b.zmtcdn.com/data/pictures/chains/1/18726111/4dcd3a5664ac6d1dacb0b88567182002.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A&s,4.4,30 mins,TRUE,"Banjara Hills, Hyderabad, Telangana",Point,78.4867,17.385,12:00 PM - 11:00 PM,12:00 PM - 11:00 PM,12:00 PM - 11:00 PM,12:00 PM - 11:00 PM,12:00 PM - 11:30 PM,11:00 AM - 11:30 PM,11:00 AM - 10:30 PM,200 - 10000,TRUE,0
6824f7b01b886185f9bc929a,Bombay Chaat House,6824f3333713dab9dbe5521f,Hyderabad,HIGH,Veg,Street Food,Chaat,https://d2w46d36moy248.cloudfront.net/media/dine/KFC_imVFF4A.jpg,4.1,20 mins,TRUE,"Banjara Hills, Hyderabad, Telangana",Point,78.4867,17.385,12:00 PM - 11:00 PM,12:00 PM - 11:00 PM,12:00 PM - 11:00 PM,12:00 PM - 11:00 PM,12:00 PM - 11:30 PM,11:00 AM - 11:30 PM,11:00 AM - 10:30 PM,200 - 10000,TRUE,0
6824f7b01b886185f9bc929b,Food Court,6824f3333713dab9dbe5521f,Hyderabad,HIGH,Veg,Biryani,North Indian,https://d2w46d36moy248.cloudfront.net/media/dine/KFC_imVFF4A.jpg,4.5,35 mins,TRUE,"Banjara Hills, Hyderabad, Telangana",Point,78.4867,17.385,12:00 PM - 11:00 PM,12:00 PM - 11:00 PM,12:00 PM - 11:00 PM,12:00 PM - 11:00 PM,12:00 PM - 11:30 PM,11:00 AM - 11:30 PM,11:00 AM - 10:30 PM,200 - 10000,TRUE,0
6824f7b01b886185f9bc929c,Hungry Birds,6824f3333713dab9dbe5521f,Hyderabad,HIGH,Non Veg,Rajasthani,North Indian,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRPdg8ewaI81KS2VflCoIzAf0Rh-GqMguwDFA&s,4.4,32 mins,TRUE,"Banjara Hills, Hyderabad, Telangana",Point,78.4867,17.385,12:00 PM - 11:00 PM,12:00 PM - 11:00 PM,12:00 PM - 11:00 PM,12:00 PM - 11:00 PM,12:00 PM - 11:30 PM,11:00 AM - 11:30 PM,11:00 AM - 10:30 PM,200 - 10000,TRUE,0
6824f7b01b886185f9bc929d,Siri Fast Foods,6824f3333713dab9dbe5521f,Hyderabad,HIGH,Non Veg,Gujarati,Snacks,https://d2w46d36moy248.cloudfront.net/media/dine/KFC_imVFF4A.jpg,4.2,25 mins,TRUE,"Banjara Hills, Hyderabad, Telangana",Point,78.4867,17.385,12:00 PM - 11:00 PM,12:00 PM - 11:00 PM,12:00 PM - 11:00 PM,12:00 PM - 11:00 PM,12:00 PM - 11:30 PM,11:00 AM - 11:30 PM,11:00 AM - 10:30 PM,200 - 10000,TRUE,0
6824f7b01b886185f9bc929e,Spice Hub,6824f3333713dab9dbe55220,Chennai,HIGH,Non Veg,South Indian,Chinese,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTVBJkXS-meeWA94pJm2_C8cIWEoNuEKWGPng&s,4.5,30 mins,TRUE,"T. Nagar, Chennai, Tamil Nadu",Point,80.2785,13.0827,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 11:00 PM,10:30 AM - 11:00 PM,10:30 AM - 10:00 PM,200 - 10000,TRUE,0
6824f7b01b886185f9bc929f,Coastal Flavours,6824f3333713dab9dbe55220,Chennai,HIGH,Non Veg,Seafood,Andhra,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRlkHOELaYt-udzwGOdp2s2W7XbJIbvJbBr9Q&s,4.3,25 mins,TRUE,"T. Nagar, Chennai, Tamil Nadu",Point,80.2785,13.0827,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 11:00 PM,10:30 AM - 11:00 PM,10:30 AM - 10:00 PM,200 - 10000,TRUE,0
6824f7b01b886185f9bc92a0,Guntur Tiffins,6824f3333713dab9dbe55220,Chennai,HIGH,Veg,Breakfast,South Indian,https://content.jdmagicbox.com/comp/visakhapatnam/i1/0891px891.x891.230329055754.r9i1/catalogue/vrs-guntur-tiffins-visakhapatnam-tiffin-services-4rymm315d3.jpg,4.2,20 mins,TRUE,"T. Nagar, Chennai, Tamil Nadu",Point,80.2785,13.0827,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 11:00 PM,10:30 AM - 11:00 PM,10:30 AM - 10:00 PM,200 - 10000,TRUE,0
6824f7b01b886185f9bc92a1,KFC,6824f3333713dab9dbe55220,Chennai,HIGH,Veg,Fast Food,Chicken,https://d2w46d36moy248.cloudfront.net/media/dine/KFC_imVFF4A.jpg,4.6,25 mins,TRUE,"T. Nagar, Chennai, Tamil Nadu",Point,80.2785,13.0827,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 11:00 PM,10:30 AM - 11:00 PM,10:30 AM - 10:00 PM,200 - 10000,TRUE,0
6824f7b01b886185f9bc92a2,Domino's Pizza,6824f3333713dab9dbe55220,Chennai,HIGH,Veg,Pizza,Italian,https://d2w46d36moy248.cloudfront.net/media/dine/KFC_imVFF4A.jpg,4.4,30 mins,TRUE,"T. Nagar, Chennai, Tamil Nadu",Point,80.2785,13.0827,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 11:00 PM,10:30 AM - 11:00 PM,10:30 AM - 10:00 PM,200 - 10000,TRUE,0
6824f7b01b886185f9bc92a3,Burger King,6824f3333713dab9dbe55220,Chennai,HIGH,Veg,Fast Food,Burgers,https://d2w46d36moy248.cloudfront.net/media/dine/KFC_imVFF4A.jpg,4.3,22 mins,TRUE,"T. Nagar, Chennai, Tamil Nadu",Point,80.2785,13.0827,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 11:00 PM,10:30 AM - 11:00 PM,10:30 AM - 10:00 PM,200 - 10000,TRUE,0
6824f7b01b886185f9bc92a4,Punjabi Zaika,6824f3333713dab9dbe55220,Chennai,HIGH,Non Veg,Punjabi,North Indian,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ3aedymBQX4RJ6FcXj2HjHSwnr5gRS_wewfg&s,4.6,35 mins,TRUE,"T. Nagar, Chennai, Tamil Nadu",Point,80.2785,13.0827,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 11:00 PM,10:30 AM - 11:00 PM,10:30 AM - 10:00 PM,200 - 10000,TRUE,0
6824f7b01b886185f9bc92a5,Tandoori Tales,6824f3333713dab9dbe55220,Chennai,HIGH,Non Veg,Tandoori,Mughlai,https://encrypted-tbn0.gstatic.com/images?q=tbn:https://b.zmtcdn.com/data/pictures/chains/1/18726111/4dcd3a5664ac6d1dacb0b88567182002.jpg?fit=around%7C200%3A200&crop=200%3A200%3B%2A%2C%2A&s,4.4,30 mins,TRUE,"T. Nagar, Chennai, Tamil Nadu",Point,80.2785,13.0827,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 11:00 PM,10:30 AM - 11:00 PM,10:30 AM - 10:00 PM,200 - 10000,TRUE,0
6824f7b01b886185f9bc92a6,Bombay Chaat House,6824f3333713dab9dbe55220,Chennai,HIGH,Veg,Street Food,Chaat,https://d2w46d36moy248.cloudfront.net/media/dine/KFC_imVFF4A.jpg,4.1,20 mins,TRUE,"T. Nagar, Chennai, Tamil Nadu",Point,80.2785,13.0827,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 10:30 PM,11:00 AM - 11:00 PM,10:30 AM - 11:00 PM,10:30 AM - 10:00 PM,200 - 10000,TRUE,0
